index,content
11,新浪科技讯8月15日上午消息，美柚今日宣布完成10亿元融资，并表示已拆除VIE架构，未来将谋求国内资本市场上市 美柚方面为透露具体投资方，不过表示该轮融资一方面用于承接美元资本的退出，另一方面支持公司发展   美柚成立于2013年4月，总部位于厦门 创立之初获险峰华兴数百万元A轮投资，2014年1月获险峰华兴和经纬中国1500万美元B轮投资，2014年6月获SIG、经纬中国和险峰华兴3500万美元C轮投资；2015年12月宣布完成D轮融资，由凯辉基金旗下中法创新基金领投、经纬创投跟投，具体金额未公布   据知情人士透露，公司原本计划于今年上半年赴美IPO，但考虑到该公司的业务和用户都集中在国内，加之当时美柚已实现盈利，可达到国内上市的要求，因此决定放弃美国IPO，转而拆除VIE回归国内资本市场   此前，美柚创始人陈方毅以内部全员信告知了公司已经在今年第二季度实现了规模盈利 他还称美柚将在社区电商、母婴社区、互动广告等业务上继续探索商业化 其中，上线于2015年6月的社区电商柚子街，主营女装、美妆、个护、家居、母婴等品类，美柚方面称截至目前月销售额过亿元 广告方面，美柚主打日化、母婴、化妆品等品牌广告，单月广告收入超过1000万元   美柚方面此次还对外公布了用户数据，以经期管理工具切入女性市场的美柚表示，用户已经超过1亿 此外，美柚还孵化出了母婴社区柚宝宝和时尚电商柚子街，旗下产品DAU超过700万 (李根)
12,美柚女生助手全新3.0版本近期在91助手、百度手机助手、安卓市场联合首发，作为移动端女性社区，不管是娱乐八卦、美容美体还是怀孕房事都能在这里找到兴趣相投的姐妹，最新版的“她她圈”还专门独立出来在首页就能找到 美柚3.0最大的变化从界面上就可以直接感受到，原来的4屏已经升级成5屏了，她她圈已经在正中央单独成屏，一打开界面就能看到 此外，圈内闺蜜的回复，自己开设新帖的各类消息，也都统统在消息屏，消息还可直接链接到原帖 新的优化算法还使得逛圈子更省流量 在首屏时间轴，美柚3.0新增了圈内热帖推荐，妹子们关注圈子的热帖优帖精帖达人帖，都可以通过设置在首屏中提醒推荐 此外，前不久美柚宣布完成B轮融资1500万美元，由经纬创投领投，美柚创始人陈方毅及其团队跟投500万美元
13,兰渡文化创始人陆婷婷向猎云网确认，刚刚完成一轮千万级别的Pre-A融资，投资方为青松基金 陆婷婷表示，本轮融资完成后，新资金将用于人才招聘和新节目的研发 猎云网此前对兰渡文化进行过专题报道 陆婷婷对兰渡的定位是：专注于挖掘女性视频内容与发行的互联网自制剧公司 除了视频，她们未来还在考虑一款女性社区类APP产品深夜密语APP，但前期重心还是放在视频端 以《晓说》，《逻辑思维》等为主的脱口秀自制剧多是满足男性用户需求，但互联网市场上男女的比例约为54.8：45.2 也就是说多数的女性网络节目需求没有被相对满足 上海兰渡文化创始团队看到了这个需求空缺点 她们想复制类”万万没想到“的视频模式给女性看 现在陆婷婷的《深夜密语》在优酷上已经做到了第5期，上线首日点击突破百万，自11月19日节目上线，点击量累计达到700万 优酷对此节目的推荐力度是A级 《深夜蜜语》是一档针对15~25岁90后女性为主体的网络互动女性成长脱口秀节目 但有趣的是，陆婷婷告诉猎云网，虽然定位是女性用户，但由于优酷平台的属性，加之节目话题 深夜密语的观看用户群也有30%—40%的男性观众  视频播出之后，已经有不少的针对女性的产品找上门来寻合作，目前移动网端《深夜密语》合作了美柚，抹茶美妆，秒拍，还有传统的汽车厂商东风集团 注：兰渡文化是登录猎云网投融资对接平台的创业项目
14,美柚女生助手完成1500万美金的B轮融资，按照通常情况下B轮出让10%—15%股份比例的话，美柚的估值应该在1亿美金以上 很多人似乎对这样的融资水平不太理解，一个经期助手应用居然这么值钱，但投资人不傻，能给出这样的估值，一定有他的道理 因为同在厦门的缘故，美柚这个团队海宁还是了解不少的，所以我就来说下我所知道的这轮融资背后的投资逻辑  1、投趋势  投资人投的是未来，也就是趋势，现在的趋势是什么？往大了说就是移动互联网，对于投资人来说，投移动端的项目可选择的退出路径非常丰富，但移动互联网盘子太大，投资人要做的就是在这个大盘子里选一个靠谱的方向，也就是细分 美柚选择的细分就是女性健康管理，从小众的工具开始切入，慢慢扩大边界，而这也符合移动互联网的生长规律——从工具到社区再到平台  当然，投资人有时候也很难判断到底哪一个细分领域是未来真正的趋势，这个时候就要参考现阶段的热点，从经验上看，现阶段的热点领域三五年之后孕育出一家入口级产品是大概率事件 而今年又是移动健康管理的大年，美柚是站在台风口上，被资本追捧也就不难理解了  2、投团队  经纬创投副总裁王华东说他们之所以会投资美柚主要是看好陈方毅和他的团队，但除了业内人，外界对陈方毅跟他的团队了解的还不多 在厦门圈内，大家给陈方毅的标签是极客、低调、眼光独到，他大学时候就是个不安分的人，做过很多网站，后来做出来返还网之后就辍学了，在美柚之前，他们先后做过砍价网、如果云、优品网，从他们做的项目也可以看出来对趋势的把握非常到位 比如物联网概念热门的时候，做了个国内版的ifttt——如果云，唯品会模式开始有起色的时候，他们立马就做了优品网 跟北上广地区的创业团队不同的是，几乎所有的厦门创业者都是闷着头在做事情，比如4399、比如光环游戏的姚剑军、又比如同步推的熊俊，陈方毅也是一样 当你发现他们的时候，很可能他们已经是行业第一了，所以这样的团队会给投资人一种不一样的感觉，VC们见多了北上广深的浮躁，也需要一些务实的基因  不过，这次融资的一个细节就是陈方毅和团队跟投了500万美金，应该也是投资人看好这个项目的一个非常重要的原因  3、投用户  投用户有两层意思，一个是KPI反映出来的用户规模和质量，另一个是女性用户的高含金量 用户规模可以通过一系列指标反应出来，比如用户数、留存率、日活、增长率等等，从目前可查的数据看，2013年11月份美柚用户数突破2000万，日活跃用户200万，社区日发帖量80万，在同类产品中，这个数据是非常漂亮的，而再考虑到美柚4月份才推出，到11月份仅仅半年多的时间就能获得这么快速的增长，说明这个产品跟团队都值得投  女性用户的高含金量指的是女性对于移动互联网的贡献度高，尼尔森的调查显示，女性占到了所有移动社交用户的55%而在中国，智能手机用户中女性的比例也高达53%，活跃度和内容贡献也比男性用户要高 所以女性市场是移动互联网创业者的必争之地，谁能抢先拔得头筹，谁就拿下了一块进可攻、退可守的据点，进可延伸到智能硬件、可穿戴设备等移动互联网的第一入口，退则可依赖社区的高活跃度通过广告和电商进行用户变现  投资人不是上帝，他们的预判未必正确，但他们一定是精明的生意人，没有把握的项目他们是一定不会掏钱的 而美柚这样的产品，能拿到高于其他同类产品的估值，就是因为它能给投资人信心 所以，创业者们也应该好好考虑下，看看自己现在能给投资人多少信心 "
15,都说和女性相处是门学问，这个85后的男人在两年多的时间里，让美柚拥有了1亿女性用户，在女性市场的布局也从当初的抢占经期制高点到现在形成了包含美柚、美柚孕期、美柚育儿、美柚瘦身、美柚瘦身和柚子街在内的整个女性生命周期 在资本市场，美柚也获得了认可，从上线之初获得险峰华兴数百万元A轮融资后，美柚便搭上了融资顺风车，2014年获两轮融资共计5000万美金，今年12月，美柚再次宣布完成由中法创新基金领投、经纬中国跟投的D轮融资，两年多的时间完成了四轮融资，“妇女之友”陈方毅是如何做到的？ 见到美柚创始人陈方毅时，他正在办公室忙着接电话，助理告诉我，自从美柚对外宣布完成D轮融资后，找他的人比往常多了不少，这两天他也是忙得团团转 见我站门口他微笑示意我进门坐下，随即拿了块牛轧糖给我，一边匆忙的挂断电话，一边说：“这个糖很好吃，你快尝尝，我刚买的 ” 这样的问候，熟络的像是昨天我们还一起喝过茶，可明明我们才认识不到一分钟，后来结束采访回去的路上，我突然想起这一幕，自言自语道：“这个男人看起来憨憨的，但还蛮会和女生相处的 ” “既然天生和女人有缘，那就一条道走到黑” 陈方毅能这般自然的和女生相处，通过梳理他的创业经历，倒也一点都不奇怪 要谈到陈方毅和女人二字的结缘，恐怕要回溯到他的大学时期 大二的时候，男生宿舍晚上卧谈会总会研究哪个女生更漂亮，七嘴八舌炸开了锅，陈方毅想，既然大家为此争得面红耳赤还没个结果，为何不将私下争论不休的话题搬到明面上来，于是，他做了一个供男生挑选校园美女的网站FacePK，顾名思义，便是以公开、公正的方式进行校园选美 FacePK受到了意料之外的欢迎，平台上漂亮的女生越来越多，如何才能将这些优质资源利用起来？那时快乐女声正火，何不利用平台帮明星经纪公司输送女生资源，一个疯狂的想法在陈方毅脑子里突然蹦了出来，于是陈方毅又做了一个专门给演艺公司挑选模特的平台和社区——星探网 一路折腾到大三，那是2008年，电商风头正劲 陈方毅看准了导购类电商平台的发展前景，于是自筹资金创办了自己的第三个项目——返还网，赶上了电商快速扩张的红利期，返还网成长很快，到2014年，返还网年销售额就超过了35亿，其中有70%的用户是女性 返还网的成功并没有让陈方毅懈怠，他发现，用户在迅速的从PC端往移动端转移，而返还网作为一个PC时代的产物，可能不那么适应移动互联网的生存规则，必须要重新找到一块属于移动端的领域 联想到前几次的创业项目几乎都是和女性打交道，陈方毅想通过自己对女性消费市场的洞察力，加之自身在社区、电商上积累的经验，尝试着做一个对用户而言，是刚需且直戳痛点的产品 “只要有方法能让我更进一步了解女性需求，我就愿意去尝试 ” 陈方毅说，经期记录对于女生而言，是痛点，并且非常痛 从经期记录切入，做一个帮助女性用户健康管理的平台，这是最初对美柚的定位 方向是找到了，但怎么做当时在陈方毅的脑中却是一片空白 陈方毅说：“要做一个可能是我这辈子都用不上的产品，当时确实是把我给难住了，特别是不知道女生在想什么，需要什么 ” 据猎云网（微信：ilieyun）了解，为了更进一步的了解女生，陈方毅果真试了不少方法 “霸道总裁爱上我”这样的傻白甜偶像剧自然是基本的入门教程，为了了解女生感兴趣的话题和事物，陈方毅一有空便会拉上三两个女生吃饭聊产品、甚至是女生生理期方面的问题，陈方毅笑称“那段时间总是频繁的拉女生聊天，很多女生见到我都不愿意跟我说话了 ” 在陈方毅看来，其实女生反而不如男生研究女生来的透彻，女性容易将自己当成研究的模版，男生研究女生，会用一种理性的思维、旁观者的视角看待和分析问题  “数据是不会骗人的，我就是用归纳法来挖掘女性潜在需求 ” 美柚从经期记录管理切入，用户输入上期例假日期，系统便能自动推算出下次日期，能让用户对经期有一个记录和管理，形成用户自身的经期数据库 但美柚要做的不仅于此，陈方毅说，记录只是用户的显性需求，这样的功能可替代性太强，为了让用户对平台有足够的粘性，必须挖掘用户的隐形需求 陈方毅对猎云网说，女性有两大需求，美和健康，既然女性天生就喜欢唠嗑、八卦、闲聊，为何不开放一个平台，既能满足用户对美和健康的需求，又能用女性喜欢聊天的特性增强用户和平台的粘性呢？ 基于此，美柚的“她她圈”便是两全其美的结合，这个社区将经期管理为切入点，却用经期制高点来打造了女性整个生命的周期，如备孕、怀孕、辣妈等，将女人发展的各个阶段，都囊括其中 另外，为了更加客观、科学的了解到女性需求，“数据”便成了美柚团队研究、分析女性需求的最佳呈现方式，陈方毅将之称为“归纳法” 目前，美柚的用户已超过1亿，而她她圈日活在500万左右，日浏览量超过1.6亿次 庞大的用户基数和高质量的社区活跃度，为数据的分析提供了得天独厚的优势，美柚成立了数据研究中心，每周、每月、每年都会对平台上用户的行为进行数据的整理和分析，对不同年龄层、不同阶段的用户的兴趣点进行分类、归纳总结出用户的实际需求 
16,美柚获3500万美元C轮融资用户数突破5000万 【TechWeb报道】6月24日消息，女性App美柚今日确认完成C轮融资3500万美元 据了解，此轮融资由海纳亚洲创投基金(SIG)领投，经纬创投和险峰华兴跟投，目前资金已经全部到账 据艾瑞MUT数据报告显示：“2013年11月，美柚月度覆盖人数超过820万人，领先其他同类App” 据易观《中国女性工具APP市场监测报告》显示：“2014年1月，美柚累计用户规模超过3000万，处于市场领先地位” 官方数据显示，截至2014年6月，美柚激活用户突破5000万，日均活跃用户超350万，继续保持行业领先 美柚于2013年9月开始全面启动社区化，以时下具有广泛讨论性的主题设置兴趣圈子 截至目前，美柚拥有10大类共近百个高活跃的社交圈子，用户日均发帖量210万帖，社区日均浏览量超过一亿次，其中爱情、时尚、美食等话题用户参与度居高 对此，美柚创始人兼CEO陈方毅表示“如今我们用科技的手段做到了，美柚未来将让更多的女性加入到我们的社会，我们将探索这样一个没有男性参与的‘她的国’会引发什么样的化学反应” SIG创投基金董事总经理徐炳东表示：“垂直女性市场的潜力已逐步发掘，美柚2013年的爆发式增长也证明了这一细分领域的发展趋势 美柚创始人陈方毅对产品有很强的天赋与敏锐度，对美柚未来也有清晰的规划，预计年底将用一种创新的模式开启商业化 我们看好美柚团队后续发展 ” 今年1月，美柚刚获得经纬创投领投，险峰华兴跟投的1500万美元B轮融资，创始人陈方毅及其团队同时跟投500万美元 此前，陈方毅作为大学生创业者，还曾成功创办返还网，并获得险峰华兴及徐小平数百万美元的A轮投资 据了解，SIG和经纬创投在移动互联网和社交领域有丰富的投资经验，SIG投资了今日头条、宝宝树等，经纬曾投资陌陌、猎豹等 据悉，以太资本担任了美柚本轮的财务顾问，本轮融资主要用于人才招募和完善美柚社区
17,美柚今日确认，已于近日完成 10 亿元人民币融资，并完成对 VIE 架构的拆除，正式回归国内资本市场，几乎所有老股东都参与了跟投。资金将用于承接美元资本的退出和公司今后的发展。相关方面表示，美柚原计划在上半年启动赴美 IPO，但随后考虑到该公司的业务和用户都集中在国内，再加上当时美柚已实现盈利，可达到国内上市的要求，因此决定拆除 VIE 回国。根据团队提供的数据，美柚旗下产品（美柚+母婴社区柚宝宝+时尚电商柚子街）产品 DAU 超过 700 万。其中，柚子街月销售额超过 1 亿人民币；广告方面，美柚主打日化、母婴、化妆品等品牌广告，单月广告收入超过 1000 万元。从美柚的融资经历上看，这已经是这家公司第五轮融资。女性健康市场中，同样从经期管理切入的“大姨吗”也于去年十月爆出海通开元投资有限公司领投、汤臣倍健及创始人柴可追投的 1.3 亿人民币 E 轮融资消息。
18,今日下午，女性健康管理App大姨吗今天宣布获得海通开元投资有限公司、汤臣倍健及创始人柴可追投的投资，总额共计1.3亿人民币。此前，大姨吗已经完成6次融资：2012年6月，获得真格基金、天使湾的数百万人民币天使融资；2013年4月，获得真格基金、贝塔斯曼亚洲投资基金/Betafund的数百万美元A轮融资；2013年7月获得蔡文胜投资的数百万人民币A+轮融资；2013年9月，获得贝塔斯曼亚洲投资基金/Betafund、红杉资本中国的数千万美元B轮融资；2014年6月，获得联创策源、红杉资本中国、贝塔斯曼亚洲投资基金/Betafund的3000万美元C轮融资；2015年7月，获得汤臣倍健6200万人民币D轮融资。本轮融资将会怎么花，是否有大的战略规划？从大姨吗的融资轨迹来看，本次融资应该为E轮融资，而且据悉海通开元主要投资方包括曾经助力多家企业成功上市，那这是加速大姨吗的上市进程？……可是，曾有报道称，大姨吗APP到今年3月用户就达到4200万，但是去年的营业收入仅有147.95万元，亏损达6653.73万元。如果数据准确，大姨吗如何面对这样的窘境?或者是否已有一些清晰的盈利模式？面对这样的疑问，36氪第一时间联系了大姨吗的公关部门。对方回复关于本次融资不想做深度挖掘，关于最新的战略和规划，近期会有新的解读。据悉，大姨吗隶属于北京康智乐思网络科技有限公司，于2012年1月上线发布。上线之初，大姨吗只是一款管理女性生理期的工具型应用。2012年3月，大姨吗成功试水社区。A 轮融资后，大姨吗引入怀备孕插件、知识库等继续加强工具属性。2014年3月，大姨吗推出男生版。接着，大姨吗切入健康领域：与 PICOOC 合作推出 Latin 智能体重秤，对女性健康数据进行精准管理；和三星的智能手表 gear2 有合作，用户通过 gear2 也可以查看自己的经期健康档案……如今经过三年多的发展，大姨吗已经实现了工具+社区+电商的商业闭环。
19,女性APP美柚确认完成D轮融资，凯辉基金旗下中法创新基金领投，经纬创投跟投，资金已经全部到账。美柚于2013年4月份上线，用户超过1亿，日活跃用户超过500万，是移动端最大的女性经期管理工具和最大的女性社区。今年7月份，旗下社区电商平台柚子街正式上线，尝试通过社区电商的模式将用户变现。依托美柚庞大的用户基础和高质量的社区活跃用户，美柚电商业务增长强劲，10月底其日订单量已经超过10万单，日订单峰值超过40万单。中法创新基金由国开行旗下国开金融与法国国家投资银行（以下简称“法投行”）担任基石投资人并委托凯辉基金管理。凯辉基金是一家国际领先的专注跨境投资的私募股权基金公司，致力于为来自中国、欧洲和北美的中小型企业的成长和国际化发展提供支持。目前凯辉共管理六支基金，基金总资产管理规模达到12亿欧元，已在包括中国、法国、美国、德国等在内的地区累计投资45家企业，业务布局横跨亚欧美三大洲，主要投资领域包括消费品、医疗健康、现代服务业、环境、农业和食品安全及先进技术。凯辉基金董事长蔡明泼先生表示：“凯辉十分看好美柚的‘社区+电商’一体化之路，我们在美柚的发展模式上看到了新的社交媒体平台所衍生出来的巨大市场价值。我们将与管理层紧密合作，利用我们在全球女性\母婴等行业的战略资源及丰富经验，并携手我们的合作伙伴，帮助公司扩大用户群体，提升其在中国乃至全球市场的竞争力，完成从工具到社区再到电商的完美转型。相信凯辉的投资将给公司注入新的理念和国际化的视野，全力推动美柚实现其社会与商业价值。”美柚创始人兼CEO陈方毅是一名连续创业者，在创办美柚之前，他还曾在大学期间创办返还网，2014年这家电商网站的年销售额达到35亿元，美柚是其创办的第二家公司。本轮融资后陈方毅表示：“美柚的使命是让女人更美更健康，我们将继续专注在女性市场，为女性用户提供更为贴心的服务。接下来，美柚将围绕着女性用户在经期、孕期、育儿、减肥瘦身等领域的不同需求进行布局，同时推动工具、社区和电商实现一体化。凯辉在电商运营和互联网科技领域有广泛资源和实战经验，这将为美柚的发展，特别是在开拓电商商业化发展，提供更多的机会和更大的平台。”
20,（6月24日）消息，女性App美柚今日确认完成C轮融资3500万美元，此轮融资由海纳亚洲创投基金(SIG)领投，经纬创投和险峰华兴跟投，据称目前资金已经全部到账。美柚创始人陈方毅表示，C轮融资将主要用于人才招募和完善美柚社区。数据显示，截至2014年6月，美柚激活用户突破5000万，日均活跃用户超350万。今年1月，美柚获得经纬创投领投，险峰华兴跟投的1500万美元B轮融资，美柚创始人陈方毅及其团队同时跟投500万美元。6月5日，美柚的直接竞争对手、大姨吗宣布完成C轮融资，金额为3000万美元，由策源创投领投，红杉资本和贝塔斯曼跟投。
21,经期健康应用似乎并不像是一座待人挖掘的金矿，但在中国，投资者却在此类应用上押下了赌注。据报道，女性健康管理应用大姨吗已正式完成由策源创投领投、红杉资本和贝塔斯曼跟投的3000万美金C轮融资。在此之前，大姨吗还曾获得由这三位投资公司投入的500万美元A轮融资和1000万美元的B轮融资。这对女性健康管理应用来说，可谓是一笔巨额款项。相比之下，另一经期应用“美柚”在几个月之前才完成了1500万美金的B轮融资，而国外一款类似应用Glow也在去年8月完成了600万美金的融资。那大姨吗为何能获得3000万美金的巨额融资？一方面，大姨吗拥有比美柚更加丰富的功能。除了能让用户在论坛内讨论各种女性话题之外，该应用同样还能跟踪其他的个人健康数据，例如体重、睡眠、情绪、健康等。此外，大姨吗还具备男士使用的功能。不过安装男生版大姨吗，必须先经过女生的同意绑定：男生点击男友版大姨吗后，系统会自动生成一个二维码，女友只需扫描一下二维码，就可以将男生账号绑定成功。据称大姨吗团队将利用此次融资来深入挖掘用户数据，以加强其品牌美誉度并扩展其用户量。此外，该公司还很有可能进军医疗健康领域，开发健康硬件产品等。截止目前，大姨吗已和 PICOOC合作推出了Latin智能体重秤，并和三星在智能手表 gear2 方面也有合作。据大姨吗表示，目前该应用的注册用户已超过 4500 万人，日活跃用户数达 320 万人。
22,女性健康管理APP大姨吗今日宣布，其在2014年5月底完成由策源创投领投、红杉资本和贝塔斯曼跟投的C轮融资。本轮融资额为3000万美元，也成为目前中国女性健康类APP所获的最高金额融资。大姨吗创始人兼CEO柴可说，“这笔钱首先将用于对我们最大价值的发掘和搜集，就是会研发和合作研发可以便捷地收集女性健康数据、辅助女性健康的产品软件或者是硬件。第二个用途，在于我们数据价值的提炼。因为今天的健康类或者医疗健康类软件，距离真正可以完全解决女性的健康问题还有很长的路要走，这里面需要花费大量的精力和金钱去找专家评估数据，不断的改，不断的去搜集数据，才能最后赋予它一个刚性的价值在里面。还有一部分会用于我们正常的市场业务拓展，但是这个不是最主要的，因为这个市场和这一类的产品都还没有成熟到可以去砸无数的钱的情况。”但在智能硬件部分，柴可说，“我们不会再去做计步、记录睡眠这样的东西，我们要做真正可以帮助到女孩、母亲、准备要孩子的女性的产品。”柴可还说，下半年将对产业链做一个完善。“去年中旬我们发现北京三甲医院里很多妇科、产科医生推荐女孩使用大姨吗，在我不认识他们、他们也不认识我，我也没有给他们钱的情况下。于是我们今年就把数据和专业性做的更深一步，正式与他们更深一步合作。”大姨吗手机应用从2011年的11月份开始研发，于2012年1月正式推出，以女性经期健康管理为核心功能。提供经期记录、经期预测、月经病/经前综合征的自测与建议、易孕期预测、美容塑身保健贴士推送等功能。根据其官方给出的数据，最活跃的用户是从18岁—28岁。2012年获得接近800万的用户，在2013年的时间获得2300万的活跃在线用户，截止2014年6月4日，已经有接近4500万的活跃用户。每一天的独立访问用户量已经达到了320万人，日均PV已经达到4160万。2014年2月份，大姨吗转向基于女性兴趣的社交社区。根据其官方数据，这个社区从成立至今已经有1211个公共的兴趣小组，以及403个私秘的兴趣小组。大姨吗还在做垂直电商的尝试，但目前还是一个很小的频道。大姨吗在2013年4月获得贝塔斯曼亚洲投资基金和真格基金500万美元A轮融资。在2013年9月获得1000万美元B轮融资，该轮投资由红杉资本领投、贝塔斯曼和真格基金跟投。加上2014年5月底的3000万美元C轮融资，其总共融资4500万美元。
23,网易科技讯2月17日消息，上周末，金山软件公告披露，旗下游戏子公司西山居获得来自小米2000万美元以及金山500万美元的新一轮融资 本次融资完成后，金山将持有76.4706%股份，西山居管理层持有18.8235%，小米持有约4.7% 按照这个股份和价格计算，本次西山居估值4亿美元 对此，西山居CEO邹涛对网易科技详解了此次投资，并做了一些答疑 估值是否偏低？ 西山居价值多少？有媒体测算，金山软件目前市值36亿美元，而西山居而金山软件贡献了大量的利润，估值应该超过10亿美元 邹涛表示，这样的算法有一些误会 因为这样的计算是金山游戏整体的利润贡献，西山居虽然是较大的部分，但不是金山游戏的全部 对于估值方面，邹涛表示，从比例上看，小米是一次少量投资，更是一种战略投资，因为无论估值有多低，小米都不会从这次投资上获益太多，所以估值在这里融资中并不是主角 融资是因为缺钱吗？ 西山居在PC时代推出过《剑侠情缘》、《剑网3》等知名作品，在2011年宣布MBO 而邹涛表示，目前公司资金链良好，并不缺钱 据透露，《剑网3》在2009年到2010年最摇摆的时期出现了大量的下滑，MBO之后，西山居首先树立的是《剑网3》快速增长的目标，并在过去两年中连续实现营收增长过100% 所以从资金来说，这次融资不为钱 那融资目的是什么？ 邹涛表示，这次的融资目的，就是匹配公司的移动战略，而拿小米的股权融资，也是为了自己的移动战略服务 2011年，西山居定下移动战略，是三年内拿出两三款不错的产品，而今年则是战略的最后一年，公司的压力也很大  小米通过手机的布局，实现了自己的应用商店成为了一个不错的应用渠道，但这个渠道并非是唯一渠道 邹涛表示，自己不会因为小米投资而去排他性的走渠道，而且相信好的产品一定能吸引渠道的推荐 西山居的移动战略具体怎么做？ 简单地说，产品上的定位就是两个词“精品”和“个性” 邹涛表示，西山居没有追求很多数量、而是去追求质量 目前公司在开发的产品在十款左右，类型各不相同 从人员上来说，计算独立的开发人员，移动开发人员和PC端开发人员的比例在四比六，接近一半 加上平台项目制的体系，移动开发团队投入已经很多了 而对西山居而言，无论是资金还是渠道，他们还需要在2014年的手游产品上证明自己 （王杰聪）本文来源：网易科技报道责任编辑：王晓易_NE0011
24,小米购金山云1.6亿股优先股持股增至20.76% 【TechWeb报道】8月22日消息，昨日金山软件在股市收盘后发布公告称，小米从ApolettoLimited手中收购金山云约1.62亿股优先股，此次交易完成后，小米持有金山云约20.76%的股权 据了解，金山云还与金山软件集团旗下多家子公司签订了若干合作协议 包括金山云为珠海金山办公软件公司、北京金山网络、成都西山居世游公司提供云主机租赁服务，为北京金山办公软件公司提供云存储空间服务 为日本金山公司提供服务器设备租赁服务，用于日本金山在中国境内的自营业务 今年的ChinaJoy上，金山云宣告了金山云与小米互娱的合作关系 合作主要基于三点原因：1、作为手游渠道，小米的游戏中心有云服务的需求；2、金山云将可以为客户提供增值服务，提升行业竞争力；3、提升双方的品牌影响力 此次小米收购金山云将有利于小米互娱在手游方面的进一步发展 （阿茹汗）
25,新浪科技讯4月21日消息，新浪科技获悉，腾讯战略入股老牌游戏公司西山居，占总股份比例为9.9%，交易金额达1.43亿美元   据悉，腾讯战略入股西山居交易完成后，腾讯将总共持有西山居股份达9000多万股，占西山居已发行股份总数的9.9% 根据双方合作协议，若西山居决定不自行发行和运营自有新游戏时，腾讯对该新游戏的简体中文版，在中国大陆地区的发行和运营享有独家优先合作权；若西山居拟向出售自有游戏有关的知识产权时，则腾讯在同等条件下可优先购买权   实际上，双方的“联姻”也并非首次 去年年初，腾讯互娱就与西山居就《剑侠情缘手游》、《剑网3：指尖江湖》上达成代理合作 在腾讯分发的助推下，《剑侠》首月流水破5亿，连续11个月在iOS畅销榜盘踞TOP10   金山软件CEO兼西山居CEO邹涛认为，对金山软件而言，腾讯作为股东在此前的网络安全业务中发挥了不可替代的作用，此次腾讯战略入股西山居，是金山软件与腾讯的合作升级 而对西山居而言，这是一次水到渠成的战略升级   腾讯高级副总裁马晓轶表示，腾讯与西山居在游戏业务方面有高度的互补性，望西山居能够借助腾讯平台的优势打造更多精品游戏   分析：腾讯欲借西山居拉大与网易差距？   纵观国内游戏市场，腾讯和网易在分发渠道方面位居国内前两位，收入方面也超过了整体市场的60%   根据由中国音数协游戏工委、伽马数据、国际数据公司（IDC）共同编写的《2016年中国游戏产业报告》报告显示，2016年中国游戏市场实际销售收入为1655.7亿元，同比增长17.7% 其中移动游戏占比49.5%，市场规模达819.2亿元 腾讯、网易两家企业在手游收入方面，共占市场份额达到了68.46%   而在产品方面，腾讯、网易两家企业每年会在固定时间，分别将各自自研+代理产品进行集体亮相，颇具对垒之势 在iOS畅销榜头部位置，腾讯也与网易竞争也十分激烈 几个月来，网易凭借阴阳师曾一度位居畅销榜首位，这或许让腾讯感受到了压力   业内认为，腾讯要想持续与网易对抗，必须在内容层面继续产出优质作品，而此前与西山居的合作让腾讯尝到了“甜头”，选择入股西山居或许可以弥补自身的短版，试图在游戏份额和收入上与网易拉开差距   值得注意的是，在2011年，腾讯就战略投资了金山网络（现改名为猎豹移动），在腾讯的各项产品中均内置了相关杀毒服务 如今，西山居与腾讯在游戏业务层面进行合作，未来也可能会在微信和手机QQ等腾讯平台中推出相应服务 （韩大鹏）
