3,黑科技：用意念控制VR游戏已成为现实,波士顿的一家创业公司Neurable已经开始展示一款正在开发中的反科幻游戏，并允许人们试玩，该游戏名为《觉醒》（Awakening）。它的工作原理是将一个带有电极的头带与HTC Vive虚拟现实头戴设备相连接。
3,库克:AR至关重要 iOS将成最大AR平台,据Mac Rumors报道，在2017财年第三季度财报电话会议上，苹果首席执行官蒂姆·库克（Tim Cook）被问及ARKit的前景，当这款增强现实（AR）组件推出时，他认为开发者会如何使用它。在回应中，库克再次重申称他对AR感到非常兴奋。简而言之，他希望在今年秋季推出iOS 11后能看到各种各样的AR应用。
3,科学家利用WiFi技术增强VR设备追踪能力,你正在家里戴着Oculus Rift玩虚拟现实（VR）游戏，像个老手一样躲避着僵尸。但随后，你退后太多或者回头去看时，突然被冻结在空间中，因为该系统的红外相机无法看见眼镜上的光线并且失去了和你的联系。如今，研究人员找到使你免于这种令人沮丧的结局的办法：通过利用标准的Wi-Fi技术增强VR的追踪能力。除了改善VR，该技术还能帮助追踪机器人或者无人机，并且使电影的动作捕捉简单化。
3,深度分析：为何说苹果一定会发布AR眼镜,有关苹果会推出智能眼镜的传闻一直甚嚣尘上，种种迹象都表明，苹果正秘密筹划AR领域的大招，在今年WWDC上发布的ARKit只是前奏，苹果将不会止于手机上的AR。到底苹果的大招会是什么呢?长期关注苹果动向，定期发布苹果研究文章的Neil Cybart，上周发表了一篇深度分析苹果AR策略的文章，他认为苹果将不可避免会推出一款AR眼镜。
3,乔布斯之后 苹果欲借ARKit打造“AR帝国”,苹果公司上个月推出了增强现实(AR)平台，这或许将成为世界上最大的AR平台。事实证明，在AR平台方面，苹果公司可能是唯一一家能够满足性能和广大用户的公司。正如乔布斯所设想的，它控制了大部分相关的软件和硬件。
3,苹果ARKit刺激下 Q2涉猎AR企业增加60%,最近，专注于 VR/AR 投资的 The Venture Reality Fund 发布了 2017 年第二季度 AR 公司一览图，图上显示，共有 150 家公司专注于 AR 技术。The VR Fund 表示，过去他们已经募集了 5000 万美元投资 VR/AR 初创公司，第二季度跟第一季度相比，关注 AR 的公司数量增长了 60%。
3,Oculus:中小VR游戏团队已经可以自己生存,随着VR概念热度的下降，早期入场的Oculus VR目前把更多的投入放在了该平台的游戏上。Oculus认为，如今的VR市场已经足够大，可以支撑一些研发成本没那么昂贵、规模比较小的项目持续生存下去。Oculus公司并未公布具体的Rift销售数据，所以Rubin所说的安装量已经足够大到底是什么程度，我们仍不清楚。
3,VR门口的野蛮人：入城之后 如何“掳掠”？,三十年后的2014年，虚拟现实——VR这个产业，也迎来了“门口的野蛮人”。这一年，社交巨头Facebook以30亿美元的价格收购了Oculus，拉开了全球VR界大规模收并购VR/AR的序幕。随着VR市场不断扩大，收并购交易量呈上升趋势。VR行业外的公司都想进来分一杯羹，任何产品只要和VR沾上一点关系，就会让人多看几眼。
3,谈AR发展趋势:为什么说苹果会成为领先者,据TechCrunch报道，过去几年间，我们一直在说增强现实(AR)与虚拟现实(VR)是消费电子的下个浪潮，而AR可能比VR要大得多。但AR本身并未能引发滔天巨浪，而是形成4个不同的波次，包括移动AR软件、移动AR硬件、捆绑式智能眼镜以及独立智能眼镜。这4个波次于去年驱动了数千万用户体验AR技术和12亿美元市场，而到2021年用户数量将超过10亿人，市场达到830亿美元。
3,揭秘VR全景5大骗局，创业加盟需警惕,9全景技术是一种基于图像绘制技术生成真实感图形的虚拟现实技术，具体来说它是一种基于图像处理的panorama(全景摄影)技术，它是把相机环绕四周进行360°拍摄的一组照片拼接成一个全景图像，支持手机、iPad、PC、触摸屏、VR眼镜的多设备实景展示。用户可以通过鼠标或键盘进行上下、左右的移动，任意选择自己的视角，并进行任意放大和缩小，具有3D效果。
3,VR风继续吹还是已沉寂？华强北市场遇冷,2016年号称VR元年，Facebook、三星、索尼、HTC、小米、暴风等都纷纷推出VR产品，VR体验店遍布全国。然而好景不长，由于技术难突破，用户体验不好，VR体验店出现关门潮。投资机构对VR的投资兴趣减退，大多处于观望的状态，很多创业者退出VR领域。近日，记者走访深圳华强北多家电子产品店后发现，曾火爆一时的VR产品，销量甚至没有去年好。有从业者分析，目前，资本不再盲目跟风VR项目。
3,为什么说索尼离移动VR只有一步之遥？,相比那些扣人心弦的内容，索尼在E3期间公布了一个非常不起眼的服务——PlayLink。实际上，这是一款支持Android和iOS平台的手机应用，玩家们通过智能手机可以共同玩到PS4中的游戏，索尼显然想要改善PS4偏向“一群人看一个人玩”的尴尬使用场景。
3,3A级国产VR游戏《Reboant》首曝,近日，国产3A级VR游戏《Reboant》（中文名《源震》）首曝了预告视频，游戏采用了目前最先进的虚幻4引擎来开发，从本次公布的预告CG视频中可以看出，能被称为一款3A级的VR产品。
3,江苏消协:近半数消费者对VR体验不满意,报告显示，VR知晓率普遍较高，只有3.3%的消费者完全不了解，76.3%的被调查者考虑在未来入手VR眼镜。48.8%的消费者对现阶段VR体验不满意，49.5%的消费者认为目前国内VR眼镜技术不够成熟，配置较低。
3,游戏专家:MR游戏是让虚拟与现实互动,近几年来，VR一直是业内热门的话题，而在这个新兴领域，Magic Leap一直是比较神秘的。从2014年被谷歌投资以来，该公司累计融资14亿美元，迄今为止仍只有demo级产品，2月份的时候，有消息爆料称该公司高层出现了内讧，为了应付投资者压力而仓促做了创意原型，离真正的消费产品还差很远。最近，该公司的Graeme Devine在一次开发者会议上讲述了Magic Leap探索混合现实内容的过程，并且对MR有了新的定义，Magic Leap要做的是，用一个传感器感知现实世界，混合现实就是让虚拟内容与现实世界进行互动，与玩家进行互动。
3,VR融入眼球追踪技术 抛弃手柄用意识操作,眼球追踪能够帮助体验者在VR中建立一种身临其境的体验，你只需动动眼睛，就可以做出对应的操作。此外VR之中加入眼球追踪也可以帮助人们更好地了解人的行为。Tobii Pro作为眼球追踪技术研究公司Tobii的研究重点，他正在与HTC Vive的商业版头戴设备进行新的整合。
3,9%美国家庭有意购入VR头盔 同比增80%,目前，还有一些阻碍VR发展的障。例如，不到四分之一(23%)的消费者熟悉虚拟现实，更少的了解具体的VR头显。Parks Associates研究员Hunter Sappington表示：“熟悉程度低，少于13%的消费者体验过VR。”
3,分析师:能取代iPhone地位的将是苹果AR,据Fool网站报道，知名苹果分析师吉恩·蒙斯特(Gene Munster)最近做出了迄今为止最大胆的预测之一：未来数年，iPhone在苹果营收中的占比将大幅降低，苹果传言中的AR眼镜则将取而代之。需要说明的是，就目前来看苹果AR眼镜还纯属猜测，但蒙斯特认为，如果苹果推出AR眼镜，它将成为拉动苹果营收增长的最大引擎之一。
3,三星新专利 用磁性技术定位手柄的位置,在专利中，我们看到了一些通过磁场来确定用户位置的细节介绍。虚拟现实使用场景在专利中得到了详细的讨论，从细节上看，这种控制器还可以对多台设备进行控制，而不只是单独使用。
3,除主题公园之外网吧或是VR出路之一,年下半年的VR寒冬让不少体验店挺不过去，纷纷关门走人。然而VR体验店并就此式微，笔者最近路过广州不少大商场，竟然都发现VR体验店的身影。究竟VR体验店通过什么样的方式在大型商场生存下来，又给业界什么样的启示呢，值得好好探讨。
3,谷歌推出AdVR 可以在VR中插入广告,谷歌今日正式为内部孵化器“Area 120”推出了一个专门的网站，而在网站上展示的项目中，有一个非常有趣的尝试是“在VR中进行广告宣传”。据悉，该项目命名为“AdVR”，通过一种3D物体的广告格式（cube-like ad format），允许视频广告在3D/VR环境中运行。
3,苹果获AR专利 现实世界场景构建虚拟内容,苹果已经获得了一项专利，叫“渐进式旋转视图”，这意味着我们可能会看到更多的增强现实应用出现，如果说苹果和宜家正在合作，这种合作不仅仅除了出现在iOS设备上以外，还将会延伸到Mac上。
3,FB、谷歌、苹果等为何都热衷于AR？,国外媒体Fast Company撰文称，从Facebook到谷歌，再到Snapchat，各家科技公司都在积极角逐增强现实市场，未来将会是增强现实时代，如今唯一的问题就在于我们将如何进入那样的时代。
3,VR与DVD:类似的轨迹能否走出一样的成功,VR是一个不同的科技。对我来说，这不是昙花一现的炒作玩物，而是真真正正的未来。总有一天，我们将会经常性通过头显来消费媒体，就如同看电视那样普遍。我在一周六天中如此坚信。但在第七天，我又开始思考这个行业是否会把数十亿计美元的资金投入到现在十分火爆的指尖陀螺（一种轴承对称结构，可在手指上空转的小玩具）。我开始担心VR这项技术的持久力，但我随后提醒着自己VR和刚满20岁的DVD播放器之间的相同点。
3,VR触觉反馈公司Nomadic获600万刀融资,专门研发触觉反馈VR体验的沉浸式娱乐公司Nomadic于今天宣布，他们已经完成了600万美元的融资。通过与顶级游戏和影视工作室合作创建定制户外VR内容，Nomadic实现了高质量的逼真体验。在创建叙述性故事内容上，这支团队结合了创始团队在影视、游戏、布景设计和动捕等领域的丰富经验。
3,2017中国VR内容市场规模约为6500万美元,近日，普华永道发布《2017-2021年全球娱乐及媒体行业展望》。报告预测，今年中国VR内容市场的规模约为6500万美元，接下里五年，中国VR市场将以超过100%的复合增长率增长。
3,移动AR市场2021年或达600亿美元,美国科技博客VentureBeat近日撰文称，得益于Facebook和苹果的大举介入，移动增强现实（AR）市场规模到2021年有望达到600亿美元。
3,IHS报告:2021年VR头显销量将达9100万台,市场研究IHS Markit在报告中指出，VR头显的全球安装基数将由2016年的1800万上升至2021年的9100万台。在伦敦举行的IHS Markit媒介和技术大会（Media and Technology Conference）上，IHS Technology的游戏调查总监皮尔斯·哈丁罗斯（Piers Harding-Rolls）表示，智能手机VR在未来几年将继续保持“显著的市场优势”
3,索尼:PSVR供求比1:5 预计销量达500万台,索尼互娱美国总裁兼执行总监肖恩·莱登（Shawn Layden）表示，PS4主机自发售以来的全球销量现已超过6000万台。这是PlayStation主机有史以来的最快销售速度，包括纪录保持者PlayStation 2。我认为对PSVR来说我们做得还不够好，产品的供应量十分短缺，供求比例达到1：5。
3,索尼PSVR销量达重要里程碑 突破100万,据外媒报道，索尼的虚拟现实头盔销量达到了一个重要的里程碑。这个消费者电子设备巨头周一称，自从去年10月首次推出以来，它的PlayStation VR头盔已售出了逾100万台。
3,现状参差不齐 VR体验店一波未平一波又起,这项VR技术更多我们思考的是如何产生变现，如何切入应用场景，无独有偶，VR体验店成为整个产业最快、最可能的变现应用场景，一时间整个市场出现另外一种围城式的态势：每天都有很多VR体验店亏损转型或者倒闭关门，当然同时每天都有一些新店主在张罗着一家家的新体验店。
3,游戏将成为VR/AR市场的主导力量,虽然在资本市场和舆论中VR正在遇冷，但VR游戏正在推动着AR/VR市场的需求。与此同时，一些科技公司像谷歌、微软、苹果以及三星等也在加大产品的开发和创新力度，以满足市场对于AR和VR产品日益增长的需求。据FMI全球AR和VR市场报告显示，2017年游戏行业有望占到AR和VR市场的三分一。
3,移动VR竞争:Oculus、三星、谷歌的三角恋,在刚刚结束的I/O大会上，谷歌公布了一系列令VR消费者十分兴奋的消息。但对行业来说，谷歌的消息意味着对市场的重新排名，其中这为Oculus的移动战略带来了巨大挑战。
3,开发者:高质量画面并非VR内容必要条件,刚刚结束的谷歌开发者大会上，搜索引擎巨头的VR和AR部门拿出了最新的武器Seruat渲染技术，让移动设备也能实现PC级别机器的渲染画面，让VR行业开发者心生向往。高精度的画面是好的，但这是不是VR内容的基本要求？近日，开发者Amir-Esmaeil Bozorgzadeh在VB撰文，称行业对高精度（high fidelity）画面的痴迷，已经影响了VR行业的发展以及VR技术的普及。
3,索尼新VR手柄配件:造型独特 约合344元,索尼在虚拟现实第一人称射击游戏领域，一直都拥有一个最佳的解决方案，那就是这个末端有个会发光小球的塑料控制器。而今天，索尼正式公布了这款Aim控制器，作为PlayStation VR的射击枪配件，并且将与虚拟现实射击游戏《Farpoint》同时发布。这款游戏的目的就是证明，这个手柄在虚拟现实游戏中的表现，与标准的手柄表现同样出色。
3,微软新AR曝光:近眼显示器直投全息影像,一直一来，微软的HoloLens都是AR行业产品化较为成熟的一款设备。然而近日，有报道称，微软内部似乎有团队还在开发另一款AR设备。据介绍这款AR眼镜的光学引擎目前还采取的是外置方案，通过近眼显示器可以直接投射出用户可见的全息影像。视场角达到80度，支持视力的自动校正。但目前还并未配备头部追踪等基本功能，所以距离量产还较为遥远。
3,Oculus研发部公布开创性的“焦面显示”技术,Oculus公司的VR和AR研发部门今天宣布推出一种新的显示技术，并称之为“焦面显示”。该显示技术旨在改善当今VR头显面对的视轴调焦冲突问题。Oculus称这项工作是“具有开创性意义的”。
3,浅谈VR线下体验的四大市场及区别,笔者认为线下体验市场可以分为：VR体验店、VR街机店、VR游乐馆和VR主题公园四大类。相信大家对“VR体验店”，“VR街机店”，“VR主题公园”三个词都不陌生，而“VR游乐馆”则是我新提出的一个分类定义，我会在后面作说明。这四个分类在消费者娱乐消费的目的性、娱乐场所的场地规模以及运营策略上都有不同的特点。
3,“不想天天吹牛”:创业者退场 VR进入洗牌期,25个月后，小饭（化名）终于决定辞职，离开这家一年前还在资本浪尖舞蹈的VR（虚拟现实）创业公司。“不想天天昧着良心吹牛了”，电话里，他气愤地对记者说，半年前，他还在央视的摄像头前侃侃而谈，对自己的公司充满信心。
3,斯皮尔伯格布局VR体验店：不做射击游戏,早在今年2月的时候，WSJ曾经报道大导演史蒂文·斯皮尔伯格联合之前的合作伙伴Kevin Wall、Walter Parkes成立了Dreamscape公司，目标是打造大型VR线下体验。在获得了华纳、20世纪福斯和米高梅以及IMAX等公司的投资后，有消息透露Dreamscape将于今年秋天在洛杉矶Century City Mall开业第一家VR线下体验中心，目前公司正在制作头两个VR体验。
3,苹果、FB都在谈移动AR 那VR前途又在哪,VR可以并将继续吸引大量玩家，特别是那些并不介意为此支付大量资金的人。但近来围绕以智能手机为基础的增强现实（AR）技术的发展，似乎让VR开发者们在休闲用户中更难找到吸引力。Facebook推出的AR平台配有Camera Effects功能，Snap宣称可利用World Lenses打造能在我们面前变化的物理世界。如今，这些都是围绕内容创作等琐碎方式实现的，还没有太多基于我们当前所了解的互联网与物理世界的接口形式。
3,谷歌收购VR游戏《工作模拟》开发商,在新技术领域，谷歌一向热衷于投资和并购，比如曾5亿美元投资AR技术公司Magic Leap。最近，该公司又收购了VR游戏《工作模拟》开发商Owlchemy Labs，不过，两家公司的公告都没有透露具体金额和交易条款。谷歌此前还重点推出了Daydream移动平台，所以收购Owlchemy Labs这样的资深VR游戏研发团队，对于丰富新平台的内容是很有必要的，由于具体交易细节未公布，我们也只能希望Owlchemy可以继续保持创意自由，带来更好的游戏体验。
3,研究显示:沉浸VR游戏可减少患者60%疼痛,过亿美国人受过慢性疼痛的苦，自 1990 年代以来，该国阿片类处方药的数量已翻至 3 倍。尽管美国只占全球人口的 5%，这类镇痛药物的使用量竟达到了 80% 。显然，我们亟需找到一种替代品，比如虚拟现实（VR）。行业资深人士霍华德·罗斯认为这应该可行。20 多年前，他在华盛顿大学人机交互技术实验室（HITLab）开始涉足 VR 行业。
3,VR行业钱很多:但要寻找游戏之外收入渠道,在上周德国举行的Quo Vadis会议上，开发者们表示，如果想要进入新兴的虚拟现实市场，那最好不要把赌注全押上，VR领域有很多钱，但如果把希望全部寄托在游戏方面是非常有风险的业务。Force Field VR工作室共同创始人Martin de Ronde说，“不要只和一家硬件制造商合作，不要只登录一个平台，也不要只是做游戏行业，还可以尝试VR领域的LBS娱乐、主题公园、品牌B2B业务，我们还在涉足AR等方面”。
3,Facebook致力于VR工作的员工超千人,来自Facebook内部的两条消息让业界对该社交媒体巨头的虚拟现实（VR）和增强现实（AR）部门的员工数量有了全新的了解。Oculus团队的PC VR业务负责人布伦旦·伊瑞贝（Brendan Iribe）透露的一些消息，以及Facebook在公司第一季度财报电话会议上传达出的信息，都表明该公司约占总员工数量5%以上的工人正致力于虚拟现实相关的工作，在该领域承担着不同的分工。
3,《工作模拟》开发商谈VR游戏成功秘诀,对于大多数购买了VR头盔的用户而言，可能很多人都至少尝试过Owlchemy Labs研发的《工作模拟》，这款奇怪的VR游戏可以让新手了解什么是虚拟现实，收入300万美元成为最畅销VR游戏、还获得了GDC最佳VR/AR游戏等奖项。最近该公司CEO Alex Schwartz在接受采访时讲述了学习VR的一些心得和其他方面的问题。Schwartz说，“当我们开始做《工作模拟》的时候，每一个游戏概念或者体验都必须反复重新设计，我们也不知道从开始到最终体验需要多少次重新制作和设计”。
3,Facebook关闭旗下Oculus VR电影工作室,Facebook周四下午宣布，将会关闭凭借短片《Dear Angelica》和《Henry》等虚拟现实短片屡获大奖的Oculus Story Studio。该工作室鼓励其50名员工在Oculus内部申请其他工作，正在进行的项目将会全部取消。
3,2017年Q1虚拟现实行业全景热度观察,VR 的相关搜索量在 2016 经历了从大爆发到逐渐退烧的过程；2017 第一季度虽在春节期间有所波动，但总体上仍依然延续了这种降温趋势。下面是腾讯互娱研发部游戏研究组带来了他们的深度研究，试图从政策、产业链、用户、技术层面，剖析VR热度情况，帮助我们量化VR的热度。
3,VR泡沫崩裂？一季度AR/VR投资暴跌八成,伴随着Facebook斥资20亿美元收购Oculus，已经有五六十年历史的古老技术虚拟现实，再一次引发了科技行业的关注，但是种种迹象表明，VR这一次的热潮，仍然难以形成气候。据外媒最新消息，刚刚结束的一季度，全球VR和AR的投资额暴跌了八成。需要强调的是，虚拟现实并非创新技术，历史上VR多次引发行业和公司兴趣，但是多次遭到失败，主要原因是技术不成熟，难以变成大众化应用。据国外科技媒体引述市场研究公司Crunchbase的报告称，一季度，全球VR/AR的风险投资额只有两亿美元（共有26家公司获得投资），相比去年同期的10亿美元（29家公司融资），暴跌了八成。该公司称，一季度两亿美元也创造了过去一年中投资的最低记录。另外，2016年一季度，由于增强现实公司Magic Leap进行了一次巨大规模的融资，因此导致融资额数据较高。不过相关图表显示，在过去几个季度中，全球针对AR和VR新创公司的投资，呈现逐步下滑的趋势。风险投资的下滑和市场基本面的信息比较一致。舆论普遍认为，虚拟现实曾经编织的梦想，现在看来依旧十分遥远。Facebook一直是全球虚拟现实的第一大推动者，而在美国，Facebook旗下的Oculus已经关闭了两百个VR演示店中店，原因是人气寥寥。另外，2016年三家全功能虚拟现实头盔厂商的销量，令外界十分失望，其中据机构估计，Oculus只销售了20万套，HTC大约为40万套，索尼相对成功，销售了90万套。虚拟现实头盔的使用体验，目前依然相当糟糕。比如头盔需要通过冗长的线缆连接游戏电脑，用户在移动中还要担心被线缆绊倒，另外眩晕感的老问题并未彻底解决。另外，许多智能手机厂商推出了低廉的手机型头盔，但是虚拟现实体验粗燥，许多设备仅仅是提供了环景视频，和“随着用户移动而移动”的浸入式体验风马牛不相及。这些廉价头盔所呈现的“纱窗效果”，也让许多消费者乘兴而来、败兴而归。包括Facebook、HTC等厂商，纷纷宣传虚拟现实前景的美好，但是目前包括头盔和高端电脑在内，总成本将近2000美元，距离启动一个大众化市场十分遥远。Facebook收购的Oculus，曾经被视为虚拟现实的先锋企业，但是这家公司也遭遇了滑铁卢，创始人团队已经离开或降职，由于定价失误导致销量低迷，该公司不久前宣布降价四分之一。Oculus从曾经的领导企业变成了落后者。由于被指控盗窃技术，Facebook和Oculus面临五亿美元的巨额赔偿。在不久前举行的Facebook开发大会上，从扎克伯格到高管，所有人突然开始高谈增强现实，虚拟现实突然遭到了冷落。据报道，高通、英特尔、谷歌、Facebook等公司正在开发不需要用线缆连接外部电脑的一体机头盔，这可能会提升虚拟现实的使用体验，但是成熟的产品何时上市，尚不得而知。另外如果摆脱了外部电脑，一体机的处理器是否能够拥有强大的计算能力，给用户呈现栩栩如生、快速变化的浸入式场景画面，这依然是未知数。from：腾讯科技频道                             如若转载，请注明出处：http://www.gamelook.com.cn/2017/04/289155/
3,Newzoo:全球1.9亿台手机兼容主流移动VR,Newzoo的调查报告显示，目前世界上只有不到2亿台智能手机可以支持虚拟现实体验。这家研究机构日前发文宣称，在全球28亿台智能手机中，只有1.91亿台（6.8%）能够兼容主要的VR头显：Gear VR和谷歌Daydream。
3,CCP公司CEO:看待VR市场要从不同角度,很多时候，生活取决于我们怎么看待。CCP公司CEO Hilmar Petursson在谈到VR市场的时候就表示，最好是用不同的视角来看待，他指出目前的高端VR销量已经超过了200万套，已经是很大的市场了。其中PSVR占了一半，Oculus和Vive占另外一半。
3,HTC发布VR建模工具“创造VR” 售价129元,去年年底的时候，HTC成立了全新的Vive工作室，致力于打造、培育和发布最新的高质量VR内容。上周五，Vive工作室联合Sixense发布了首款VR绘图工具《创造VR》。目前“MakeVR”已经上架，售价为129元。
3,bilibili代理VR手游《妃十三学园》，二次元或成VR游戏突破口,bilibili近日公布引进一款面向二次元用户的VR手游《Alternative Girls》，国服定名《妃十三学园》。据悉，该作是在回合制RPG的基础上，融入VR养成玩法的手机游戏。上线首日便登上日本App Store免费榜总榜第4位，最高曾登上畅销榜总榜第15位，并在日本累积了超过百万人次的下载。
3,解析三种科技巨头从VR中盈利的最好方式,虚拟现实在2016年起步相对缓慢，但仍然是具有潜在革命性影响的年轻技术。今天将向大家介绍三家已经准备好从这一新兴媒介中获利的企业：迪士尼、动视暴雪和微软。
3,英国最大VR开发商:不要盲目相信预测报告,作为一家工作室，nDreams是英国唯一专注于VR的最大游戏开发商。欧鲁尼的nDreams目前正处于成长阶段，并在不断扩充团队。他说：“我们内部有大概50名开发者，而且我们同时还与数个外部工作室合作。所以现在我们总共有约70名开发者在负责不同的项目，而且我们每个月都会增加2到3个人。我们正在扩张，这很好，但同时又有点令人害怕和兴奋。”
3,2016年AR风投达10.8亿美元 同比增长3倍,根据Greenlight Insights的资金数据库。AR收获了大量投资，比对VR的投资多了3.5亿美元。收到AR风投最多的几个公司分别是Magic Leap、ODG和Lumus，收获风投量最多的前六位公司加起来的风投总额占到了总金额的90%，达到了10亿美元。
3,VR专家警告:应多关注技术上的负面影响,据Polygon网站报道，最近的SXSW大会上，南加州大学混合现实实验室的主管 Todd Richmond 谈到了 VR 技术潜在的负面影响。
